lead_id,created_at,country,timezone_utc_offset,segment,channel,company_size_band,estimated_team_size,buyer_role,expected_mrr_usd,business_hours_start_local,business_hours_end_local
L103734,2026-06-26,MEX,-6,SMB,Webinar,11-50,14,Owner,121.26,8,18
L103735,2026-02-27,MEX,-6,SMB,Partner Program,Solo,1,Owner,42.3,8,18
L103736,2026-01-21,COL,-5,SMB,Paid Search,51-200,90,Owner,487.11,8,18
L103737,2026-02-02,COL,-5,AccountantFirm,Paid Search,Solo,1,Senior Accountant,87.92,9,18
L103738,2026-02-16,MEX,-6,SMB,Marketplace,11-50,35,Finance Lead,228.54,8,18
L103739,2026-04-29,MEX,-6,SMB,Partner Program,Solo,1,Owner,49.29,8,18
L103740,2026-06-11,DOM,-4,SMB,Referral,11-50,32,Finance Lead,156.29,8,18
L103741,2026-02-19,MEX,-6,SMB,Organic,Solo,1,Owner,36.52,8,18
L103742,2026-05-05,MEX,-6,SMB,Paid Search,2-10,6,Owner,82.68,8,18
L103743,2026-01-12,CRI,-6,AccountantFirm,Referral,11-50,21,Partner,338.68,9,18
L103744,2026-01-02,PER,-5,SMB,Organic,Solo,1,Operations,32.83,8,18
L103745,2026-01-10,COL,-5,AccountantFirm,Marketplace,51-200,131,Firm Owner,641.54,9,18
L103746,2026-06-17,PER,-5,SMB,Outbound,51-200,58,Owner,527.35,8,18
L103747,2026-04-16,CRI,-6,SMB,Paid Search,2-10,9,Owner,78.59,8,18
L103748,2026-05-26,COL,-5,SMB,Paid Search,2-10,6,Operations,66.17,8,18
L103749,2026-01-04,COL,-5,SMB,Webinar,11-50,25,Operations,194.68,8,18
L103750,2026-01-05,COL,-5,AccountantFirm,Paid Search,2-10,5,Partner,155.1,9,18
L103751,2026-06-03,DOM,-4,SMB,Marketplace,2-10,5,Finance Lead,60.49,8,18
L103752,2026-01-19,MEX,-6,SMB,Organic,2-10,5,Owner,75.88,8,18
L103753,2026-01-29,MEX,-6,SMB,Organic,2-10,3,Owner,65.33,8,18
L103754,2026-04-04,CRI,-6,AccountantFirm,Outbound,2-10,7,Senior Accountant,224.26,9,18
L103755,2026-04-20,COL,-5,SMB,Referral,2-10,3,Operations,74.51,8,18
L103756,2026-02-11,MEX,-6,AccountantFirm,Paid Search,Solo,1,Firm Owner,111.48,9,18
L103757,2026-03-22,PER,-5,SMB,Organic,11-50,23,Owner,181.37,8,18
L103758,2026-05-03,PER,-5,AccountantFirm,Webinar,Solo,1,Firm Owner,125.26,9,18
L103759,2026-03-22,CRI,-6,SMB,Referral,2-10,9,Operations,71.1,8,18
L103760,2026-03-11,COL,-5,SMB,Referral,11-50,33,Finance Lead,165.24,8,18
L103761,2026-01-13,COL,-5,AccountantFirm,Marketplace,Solo,1,Partner,76.22,9,18
L103762,2026-03-23,COL,-5,SMB,Referral,2-10,10,Operations,60.7,8,18
L103763,2026-05-26,MEX,-6,SMB,Referral,Solo,1,Owner,22.66,8,18
L103764,2026-04-24,COL,-5,SMB,Outbound,Solo,1,Operations,31.63,8,18
L103765,2026-06-11,PER,-5,SMB,Partner Program,2-10,7,Operations,52.4,8,18
L103766,2026-01-23,DOM,-4,SMB,Organic,51-200,168,Owner,288.08,8,18
L103767,2026-01-02,MEX,-6,SMB,Webinar,2-10,2,Finance Lead,93.22,8,18
L103768,2026-04-10,COL,-5,AccountantFirm,Marketplace,11-50,31,Partner,325.66,9,18
L103769,2026-02-02,MEX,-6,AccountantFirm,Organic,11-50,25,Firm Owner,380.85,9,18
L103770,2026-04-18,MEX,-6,SMB,Outbound,2-10,2,Owner,66.21,8,18
L103771,2026-06-13,DOM,-4,SMB,Marketplace,2-10,2,Owner,58.27,8,18
L103772,2026-03-03,COL,-5,AccountantFirm,Paid Search,2-10,3,Partner,202.92,9,18
L103773,2026-04-10,CRI,-6,SMB,Webinar,2-10,2,Owner,77.65,8,18
L103774,2026-05-04,COL,-5,SMB,Paid Search,2-10,5,Owner,65.7,8,18
L103775,2026-01-28,COL,-5,SMB,Outbound,Solo,1,Finance Lead,28.83,8,18
L103776,2026-06-12,PER,-5,SMB,Organic,Solo,1,Owner,29.89,8,18
L103777,2026-02-06,COL,-5,SMB,Referral,Solo,1,Finance Lead,20.84,8,18
L103778,2026-05-27,COL,-5,AccountantFirm,Organic,11-50,13,Firm Owner,300.57,9,18
L103779,2026-04-30,DOM,-4,AccountantFirm,Organic,Solo,1,Firm Owner,108.11,9,18
L103780,2026-01-26,MEX,-6,SMB,Outbound,Solo,1,Owner,24.12,8,18
L103781,2026-05-12,COL,-5,SMB,Paid Search,2-10,9,Owner,59.53,8,18
L103782,2026-02-05,COL,-5,SMB,Organic,2-10,7,Owner,85.16,8,18
L103783,2026-04-19,COL,-5,SMB,Marketplace,2-10,10,Owner,66.91,8,18
L103784,2026-06-23,MEX,-6,AccountantFirm,Partner Program,51-200,63,Senior Accountant,267.04,9,18
L103785,2026-06-22,COL,-5,SMB,Referral,11-50,14,Owner,171.03,8,18
L103786,2026-06-07,CRI,-6,AccountantFirm,Outbound,11-50,45,Partner,435.97,9,18
L103787,2026-03-31,PER,-5,SMB,Marketplace,Solo,1,Owner,41.86,8,18
L103788,2026-04-12,COL,-5,SMB,Marketplace,2-10,5,Operations,97.27,8,18
L103789,2026-02-24,COL,-5,SMB,Outbound,2-10,8,Owner,94.31,8,18
L103790,2026-06-16,COL,-5,SMB,Paid Search,Solo,1,Owner,36.96,8,18
L103791,2026-03-28,COL,-5,AccountantFirm,Webinar,11-50,18,Partner,240.66,9,18
L103792,2026-05-20,COL,-5,SMB,Marketplace,2-10,2,Finance Lead,81.35,8,18
L103793,2026-03-07,CRI,-6,SMB,Paid Search,2-10,6,Owner,98.97,8,18
L103794,2026-05-15,MEX,-6,SMB,Paid Search,2-10,7,Owner,68.02,8,18
L103795,2026-02-10,MEX,-6,SMB,Marketplace,11-50,15,Owner,186.38,8,18
L103796,2026-05-13,DOM,-4,AccountantFirm,Outbound,2-10,2,Firm Owner,170.47,9,18
L103797,2026-01-09,CRI,-6,SMB,Outbound,2-10,3,Operations,97.0,8,18
L103798,2026-01-19,COL,-5,SMB,Outbound,2-10,2,Owner,42.21,8,18
L103799,2026-03-05,COL,-5,SMB,Paid Search,Solo,1,Owner,28.45,8,18
L103800,2026-03-29,PER,-5,SMB,Marketplace,11-50,50,Finance Lead,257.3,8,18
L103801,2026-05-09,COL,-5,SMB,Marketplace,2-10,10,Owner,80.86,8,18
L103802,2026-03-06,DOM,-4,SMB,Referral,2-10,2,Owner,53.48,8,18
L103803,2026-01-04,DOM,-4,SMB,Marketplace,2-10,6,Owner,42.96,8,18
L103804,2026-02-28,MEX,-6,SMB,Outbound,Solo,1,Owner,37.02,8,18
L103805,2026-03-21,COL,-5,SMB,Paid Search,Solo,1,Operations,38.83,8,18
L103806,2026-04-09,COL,-5,AccountantFirm,Outbound,11-50,26,Partner,304.76,9,18
L103807,2026-04-27,MEX,-6,SMB,Marketplace,2-10,2,Operations,85.2,8,18
L103808,2026-02-14,MEX,-6,SMB,Referral,11-50,37,Operations,353.95,8,18
L103809,2026-04-21,CRI,-6,SMB,Paid Search,11-50,45,Operations,225.67,8,18
L103810,2026-04-25,DOM,-4,SMB,Webinar,2-10,7,Operations,63.2,8,18
L103811,2026-05-21,PER,-5,AccountantFirm,Paid Search,2-10,10,Firm Owner,206.03,9,18
L103812,2026-04-05,PER,-5,SMB,Organic,51-200,146,Finance Lead,631.38,8,18
L103813,2026-05-27,DOM,-4,SMB,Outbound,2-10,6,Owner,53.44,8,18
L103814,2026-02-10,COL,-5,AccountantFirm,Outbound,11-50,48,Firm Owner,407.78,9,18
L103815,2026-05-09,MEX,-6,AccountantFirm,Referral,Solo,1,Firm Owner,77.1,9,18
L103816,2026-01-09,MEX,-6,AccountantFirm,Partner Program,2-10,8,Firm Owner,222.03,9,18
L103817,2026-01-19,MEX,-6,SMB,Organic,2-10,8,Operations,66.71,8,18
L103818,2026-06-06,COL,-5,SMB,Paid Search,51-200,168,Owner,446.72,8,18
L103819,2026-03-27,MEX,-6,SMB,Webinar,51-200,55,Owner,444.65,8,18
L103820,2026-04-23,MEX,-6,SMB,Marketplace,2-10,8,Finance Lead,76.8,8,18
L103821,2026-04-20,COL,-5,SMB,Organic,11-50,40,Finance Lead,164.98,8,18
L103822,2026-05-06,CRI,-6,AccountantFirm,Paid Search,51-200,125,Firm Owner,775.87,9,18
L103823,2026-02-14,MEX,-6,SMB,Paid Search,2-10,7,Owner,69.34,8,18
L103824,2026-02-02,MEX,-6,SMB,Outbound,11-50,44,Operations,170.2,8,18
L103825,2026-01-08,MEX,-6,SMB,Outbound,2-10,3,Owner,74.39,8,18
L103826,2026-06-06,MEX,-6,SMB,Organic,2-10,6,Finance Lead,44.76,8,18
L103827,2026-02-10,COL,-5,SMB,Partner Program,2-10,8,Operations,77.07,8,18
L103828,2026-04-15,MEX,-6,AccountantFirm,Partner Program,Solo,1,Partner,157.72,9,18
L103829,2026-03-24,COL,-5,SMB,Organic,51-200,89,Operations,510.12,8,18
L103830,2026-01-30,DOM,-4,AccountantFirm,Referral,11-50,21,Senior Accountant,359.21,9,18
L103831,2026-03-16,COL,-5,SMB,Referral,51-200,51,Owner,415.93,8,18
L103832,2026-01-16,PER,-5,SMB,Paid Search,2-10,4,Owner,66.27,8,18
L103833,2026-02-01,CRI,-6,SMB,Marketplace,2-10,5,Operations,98.48,8,18
L103834,2026-01-26,MEX,-6,AccountantFirm,Outbound,2-10,10,Partner,202.21,9,18
L103835,2026-05-30,COL,-5,SMB,Organic,51-200,63,Owner,495.97,8,18
L103836,2026-04-13,MEX,-6,SMB,Outbound,51-200,147,Operations,549.43,8,18
L103837,2026-06-17,DOM,-4,SMB,Marketplace,2-10,2,Finance Lead,54.47,8,18
L103838,2026-03-20,DOM,-4,AccountantFirm,Partner Program,11-50,42,Senior Accountant,487.84,9,18
L103839,2026-02-06,DOM,-4,SMB,Webinar,2-10,6,Finance Lead,57.49,8,18
L103840,2026-04-21,PER,-5,AccountantFirm,Organic,51-200,114,Partner,573.89,9,18
L103841,2026-06-18,MEX,-6,AccountantFirm,Partner Program,11-50,48,Partner,517.64,9,18
L103842,2026-04-07,DOM,-4,AccountantFirm,Outbound,2-10,8,Partner,176.77,9,18
L103843,2026-01-04,MEX,-6,SMB,Outbound,11-50,15,Operations,132.74,8,18
L103844,2026-02-24,DOM,-4,SMB,Paid Search,2-10,4,Finance Lead,64.01,8,18
L103845,2026-06-17,MEX,-6,AccountantFirm,Partner Program,51-200,92,Senior Accountant,915.31,9,18
L103846,2026-04-04,CRI,-6,SMB,Paid Search,2-10,7,Owner,43.42,8,18
L103847,2026-06-22,COL,-5,SMB,Referral,2-10,9,Owner,82.57,8,18
L103848,2026-04-03,COL,-5,SMB,Paid Search,2-10,7,Owner,53.43,8,18
L103849,2026-01-03,COL,-5,AccountantFirm,Partner Program,2-10,5,Firm Owner,128.58,9,18
L103850,2026-06-08,PER,-5,SMB,Organic,51-200,162,Finance Lead,269.4,8,18
L103851,2026-05-19,MEX,-6,SMB,Referral,11-50,41,Operations,183.23,8,18
L103852,2026-05-10,MEX,-6,SMB,Organic,11-50,14,Operations,155.32,8,18
L103853,2026-06-25,MEX,-6,AccountantFirm,Webinar,2-10,6,Senior Accountant,308.74,9,18
L103854,2026-02-05,MEX,-6,SMB,Outbound,11-50,39,Owner,203.67,8,18
L103855,2026-06-13,PER,-5,AccountantFirm,Outbound,11-50,35,Partner,309.92,9,18
L103856,2026-02-12,PER,-5,AccountantFirm,Referral,2-10,4,Senior Accountant,171.13,9,18
L103857,2026-06-25,CRI,-6,AccountantFirm,Marketplace,Solo,1,Partner,110.96,9,18
L103858,2026-02-04,CRI,-6,AccountantFirm,Organic,Solo,1,Firm Owner,112.7,9,18
L103859,2026-04-10,COL,-5,SMB,Marketplace,Solo,1,Finance Lead,34.3,8,18
L103860,2026-05-23,COL,-5,SMB,Paid Search,11-50,17,Owner,178.82,8,18
L103861,2026-01-15,MEX,-6,SMB,Webinar,2-10,4,Operations,69.0,8,18
L103862,2026-01-13,DOM,-4,AccountantFirm,Marketplace,Solo,1,Firm Owner,67.41,9,18
L103863,2026-06-03,COL,-5,SMB,Outbound,2-10,5,Operations,51.11,8,18
L103864,2026-01-11,DOM,-4,SMB,Organic,11-50,47,Finance Lead,87.27,8,18
L103865,2026-04-22,COL,-5,AccountantFirm,Outbound,2-10,7,Partner,151.16,9,18
L103866,2026-06-19,COL,-5,SMB,Paid Search,Solo,1,Owner,38.41,8,18
L103867,2026-04-22,COL,-5,AccountantFirm,Webinar,2-10,9,Firm Owner,219.61,9,18
L103868,2026-03-29,CRI,-6,SMB,Marketplace,Solo,1,Finance Lead,19.47,8,18
L103869,2026-03-17,DOM,-4,SMB,Marketplace,11-50,12,Owner,162.13,8,18
L103870,2026-04-26,MEX,-6,SMB,Paid Search,Solo,1,Owner,27.12,8,18
L103871,2026-04-14,CRI,-6,SMB,Webinar,Solo,1,Operations,31.0,8,18
L103872,2026-04-01,CRI,-6,SMB,Paid Search,11-50,42,Owner,174.26,8,18
L103873,2026-01-28,MEX,-6,AccountantFirm,Webinar,11-50,18,Partner,456.81,9,18
L103874,2026-04-30,CRI,-6,SMB,Marketplace,2-10,7,Owner,91.7,8,18
L103875,2026-05-14,COL,-5,SMB,Webinar,2-10,5,Owner,65.41,8,18
L103876,2026-05-09,MEX,-6,AccountantFirm,Partner Program,11-50,45,Partner,324.53,9,18
L103877,2026-01-14,COL,-5,AccountantFirm,Partner Program,51-200,152,Partner,801.17,9,18
L103878,2026-05-08,MEX,-6,SMB,Referral,2-10,6,Owner,113.87,8,18
L103879,2026-05-13,MEX,-6,AccountantFirm,Outbound,2-10,6,Firm Owner,135.82,9,18
L103880,2026-02-03,COL,-5,SMB,Organic,51-200,157,Operations,431.13,8,18
L103881,2026-06-03,MEX,-6,SMB,Organic,2-10,8,Finance Lead,64.05,8,18
L103882,2026-04-05,DOM,-4,SMB,Referral,11-50,33,Operations,192.2,8,18
L103883,2026-03-27,DOM,-4,AccountantFirm,Partner Program,Solo,1,Senior Accountant,71.11,9,18
L103884,2026-05-11,COL,-5,SMB,Organic,11-50,40,Finance Lead,222.11,8,18
L103885,2026-04-03,COL,-5,SMB,Paid Search,2-10,9,Finance Lead,48.1,8,18
L103886,2026-04-09,MEX,-6,AccountantFirm,Referral,Solo,1,Partner,95.92,9,18
L103887,2026-02-26,CRI,-6,SMB,Marketplace,51-200,55,Operations,418.06,8,18
L103888,2026-06-17,PER,-5,SMB,Partner Program,Solo,1,Owner,31.14,8,18
L103889,2026-06-25,COL,-5,AccountantFirm,Marketplace,11-50,25,Firm Owner,364.6,9,18
L103890,2026-01-24,DOM,-4,SMB,Marketplace,Solo,1,Finance Lead,37.34,8,18
L103891,2026-05-13,MEX,-6,SMB,Paid Search,2-10,10,Owner,67.13,8,18
L103892,2026-01-05,PER,-5,SMB,Marketplace,Solo,1,Finance Lead,35.36,8,18
L103893,2026-03-08,COL,-5,AccountantFirm,Referral,2-10,4,Firm Owner,207.2,9,18
L103894,2026-06-25,MEX,-6,SMB,Marketplace,11-50,43,Owner,261.9,8,18
L103895,2026-02-01,MEX,-6,SMB,Marketplace,2-10,6,Owner,100.13,8,18
L103896,2026-03-10,COL,-5,SMB,Marketplace,2-10,4,Owner,66.61,8,18
L103897,2026-02-09,COL,-5,SMB,Paid Search,11-50,25,Owner,139.93,8,18
L103898,2026-05-12,COL,-5,AccountantFirm,Partner Program,2-10,6,Partner,226.07,9,18
L103899,2026-03-25,MEX,-6,SMB,Paid Search,11-50,15,Finance Lead,171.83,8,18
L103900,2026-04-18,DOM,-4,SMB,Webinar,2-10,4,Owner,36.21,8,18
L103901,2026-06-20,DOM,-4,SMB,Marketplace,2-10,8,Owner,56.16,8,18
L103902,2026-04-05,COL,-5,SMB,Paid Search,Solo,1,Owner,39.73,8,18
L103903,2026-05-13,PER,-5,SMB,Referral,Solo,1,Owner,30.12,8,18
L103904,2026-01-18,MEX,-6,AccountantFirm,Partner Program,11-50,47,Firm Owner,247.43,9,18
L103905,2026-02-08,PER,-5,SMB,Referral,11-50,49,Owner,249.86,8,18
L103906,2026-06-21,COL,-5,SMB,Marketplace,2-10,5,Operations,97.34,8,18
L103907,2026-06-05,CRI,-6,SMB,Paid Search,2-10,9,Operations,54.66,8,18
L103908,2026-04-29,PER,-5,SMB,Outbound,2-10,5,Owner,58.17,8,18
L103909,2026-03-10,CRI,-6,SMB,Outbound,2-10,9,Owner,53.12,8,18
L103910,2026-02-06,CRI,-6,SMB,Outbound,Solo,1,Operations,61.27,8,18
L103911,2026-06-04,MEX,-6,SMB,Organic,2-10,10,Owner,58.66,8,18
L103912,2026-05-23,DOM,-4,AccountantFirm,Webinar,11-50,28,Senior Accountant,349.12,9,18
L103913,2026-02-13,MEX,-6,AccountantFirm,Partner Program,11-50,35,Firm Owner,484.5,9,18
L103914,2026-04-17,MEX,-6,SMB,Referral,Solo,1,Owner,38.89,8,18
L103915,2026-04-22,PER,-5,AccountantFirm,Organic,Solo,1,Firm Owner,74.72,9,18
L103916,2026-03-28,COL,-5,SMB,Paid Search,2-10,9,Finance Lead,46.36,8,18
L103917,2026-06-17,MEX,-6,SMB,Webinar,Solo,1,Owner,19.0,8,18
L103918,2026-01-23,PER,-5,AccountantFirm,Organic,Solo,1,Partner,110.84,9,18
L103919,2026-02-16,COL,-5,SMB,Paid Search,Solo,1,Owner,31.95,8,18
L103920,2026-01-18,COL,-5,SMB,Paid Search,2-10,3,Owner,81.58,8,18
L103921,2026-05-06,COL,-5,AccountantFirm,Marketplace,2-10,4,Partner,178.73,9,18
L103922,2026-04-27,CRI,-6,SMB,Paid Search,2-10,7,Owner,76.59,8,18
L103923,2026-06-28,PER,-5,AccountantFirm,Organic,2-10,3,Senior Accountant,136.85,9,18
L103924,2026-04-09,COL,-5,SMB,Organic,11-50,42,Finance Lead,186.17,8,18
L103925,2026-01-28,DOM,-4,AccountantFirm,Webinar,11-50,21,Firm Owner,452.2,9,18
L103926,2026-03-23,MEX,-6,SMB,Paid Search,2-10,5,Operations,62.88,8,18
L103927,2026-01-17,DOM,-4,SMB,Organic,11-50,43,Owner,130.75,8,18
L103928,2026-05-02,DOM,-4,SMB,Paid Search,2-10,6,Owner,61.44,8,18
L103929,2026-05-03,PER,-5,AccountantFirm,Referral,2-10,9,Partner,219.82,9,18
L103930,2026-06-05,MEX,-6,SMB,Organic,2-10,7,Owner,87.73,8,18
L103931,2026-03-03,COL,-5,AccountantFirm,Partner Program,11-50,31,Partner,297.69,9,18
L103932,2026-02-26,MEX,-6,SMB,Paid Search,Solo,1,Owner,25.39,8,18
L103933,2026-01-13,MEX,-6,SMB,Marketplace,2-10,6,Finance Lead,83.69,8,18
L103934,2026-03-17,MEX,-6,SMB,Outbound,2-10,9,Finance Lead,104.17,8,18
L103935,2026-03-28,COL,-5,SMB,Outbound,2-10,10,Owner,73.81,8,18
L103936,2026-05-17,COL,-5,AccountantFirm,Paid Search,2-10,2,Firm Owner,184.08,9,18
L103937,2026-05-17,PER,-5,SMB,Referral,Solo,1,Operations,41.63,8,18
L103938,2026-01-26,COL,-5,SMB,Partner Program,2-10,6,Owner,59.86,8,18
L103939,2026-02-21,MEX,-6,SMB,Paid Search,11-50,42,Owner,185.44,8,18
L103940,2026-04-03,CRI,-6,SMB,Marketplace,2-10,7,Owner,97.61,8,18
L103941,2026-03-02,COL,-5,SMB,Outbound,Solo,1,Owner,42.33,8,18
L103942,2026-01-05,COL,-5,AccountantFirm,Partner Program,2-10,6,Partner,107.0,9,18
L103943,2026-06-03,MEX,-6,SMB,Webinar,2-10,9,Owner,41.69,8,18
L103944,2026-05-13,MEX,-6,SMB,Organic,11-50,29,Owner,192.52,8,18
L103945,2026-04-05,MEX,-6,SMB,Paid Search,Solo,1,Owner,27.16,8,18
L103946,2026-02-27,DOM,-4,SMB,Organic,2-10,3,Owner,70.44,8,18
L103947,2026-06-02,COL,-5,SMB,Paid Search,2-10,4,Operations,59.16,8,18
L103948,2026-01-07,COL,-5,SMB,Organic,2-10,2,Finance Lead,61.03,8,18
L103949,2026-03-22,COL,-5,SMB,Marketplace,2-10,8,Finance Lead,40.47,8,18
L103950,2026-05-25,MEX,-6,AccountantFirm,Outbound,2-10,10,Partner,187.98,9,18
L103951,2026-06-22,MEX,-6,AccountantFirm,Organic,11-50,26,Senior Accountant,358.85,9,18
L103952,2026-02-15,PER,-5,AccountantFirm,Webinar,11-50,40,Partner,194.05,9,18
L103953,2026-04-28,COL,-5,AccountantFirm,Webinar,2-10,10,Senior Accountant,116.73,9,18
L103954,2026-02-04,MEX,-6,SMB,Outbound,Solo,1,Owner,29.44,8,18
L103955,2026-01-21,MEX,-6,AccountantFirm,Marketplace,2-10,5,Partner,151.55,9,18
L103956,2026-03-05,DOM,-4,SMB,Paid Search,11-50,46,Operations,139.43,8,18
L103957,2026-06-10,DOM,-4,SMB,Outbound,51-200,53,Owner,419.94,8,18
L103958,2026-05-05,COL,-5,SMB,Webinar,11-50,38,Owner,148.86,8,18
L103959,2026-03-30,DOM,-4,SMB,Referral,2-10,3,Operations,85.07,8,18
L103960,2026-02-21,COL,-5,AccountantFirm,Partner Program,Solo,1,Firm Owner,63.44,9,18
L103961,2026-01-26,CRI,-6,AccountantFirm,Paid Search,51-200,168,Partner,502.41,9,18
L103962,2026-02-19,COL,-5,SMB,Marketplace,51-200,52,Finance Lead,515.93,8,18
L103963,2026-01-28,DOM,-4,SMB,Paid Search,2-10,9,Owner,41.69,8,18
L103964,2026-02-03,DOM,-4,SMB,Marketplace,Solo,1,Owner,41.05,8,18
L103965,2026-05-05,DOM,-4,SMB,Organic,2-10,5,Operations,73.62,8,18
L103966,2026-01-25,COL,-5,AccountantFirm,Webinar,2-10,4,Senior Accountant,96.67,9,18
L103967,2026-01-09,DOM,-4,AccountantFirm,Referral,2-10,6,Partner,146.6,9,18
L103968,2026-04-09,DOM,-4,SMB,Paid Search,11-50,50,Finance Lead,111.93,8,18
L103969,2026-02-21,MEX,-6,SMB,Outbound,2-10,3,Owner,106.13,8,18
L103970,2026-03-24,MEX,-6,SMB,Organic,2-10,4,Owner,78.48,8,18
L103971,2026-01-26,COL,-5,SMB,Paid Search,51-200,146,Operations,651.3,8,18
L103972,2026-02-08,COL,-5,SMB,Organic,2-10,2,Owner,60.03,8,18
L103973,2026-03-21,CRI,-6,SMB,Organic,51-200,194,Operations,388.41,8,18
L103974,2026-05-05,MEX,-6,SMB,Webinar,Solo,1,Owner,24.22,8,18
L103975,2026-03-16,DOM,-4,SMB,Outbound,2-10,6,Finance Lead,53.72,8,18
L103976,2026-04-09,DOM,-4,SMB,Webinar,51-200,199,Operations,461.28,8,18
L103977,2026-04-05,DOM,-4,AccountantFirm,Partner Program,11-50,27,Partner,422.55,9,18
L103978,2026-02-18,DOM,-4,SMB,Referral,2-10,9,Operations,50.42,8,18
L103979,2026-02-20,DOM,-4,AccountantFirm,Partner Program,11-50,24,Senior Accountant,297.48,9,18
L103980,2026-03-19,MEX,-6,SMB,Paid Search,2-10,5,Operations,59.59,8,18
L103981,2026-01-06,COL,-5,SMB,Paid Search,Solo,1,Owner,20.56,8,18
L103982,2026-05-05,CRI,-6,SMB,Marketplace,Solo,1,Owner,45.39,8,18
L103983,2026-04-22,PER,-5,SMB,Webinar,2-10,5,Finance Lead,88.73,8,18
L103984,2026-02-25,MEX,-6,SMB,Outbound,11-50,32,Owner,189.84,8,18
L103985,2026-03-09,PER,-5,SMB,Webinar,11-50,19,Owner,161.02,8,18
L103986,2026-03-01,PER,-5,SMB,Paid Search,2-10,6,Owner,58.39,8,18
L103987,2026-04-28,MEX,-6,AccountantFirm,Partner Program,11-50,44,Partner,436.94,9,18
L103988,2026-05-18,DOM,-4,SMB,Webinar,11-50,17,Owner,130.32,8,18
L103989,2026-01-20,DOM,-4,SMB,Paid Search,2-10,9,Owner,47.98,8,18
L103990,2026-03-16,COL,-5,AccountantFirm,Webinar,2-10,9,Firm Owner,145.08,9,18
L103991,2026-01-03,COL,-5,SMB,Webinar,2-10,2,Operations,80.7,8,18
L103992,2026-03-23,MEX,-6,SMB,Marketplace,11-50,38,Owner,210.47,8,18
L103993,2026-02-14,CRI,-6,AccountantFirm,Referral,11-50,30,Senior Accountant,407.72,9,18
L103994,2026-03-02,COL,-5,SMB,Organic,2-10,7,Operations,54.34,8,18
L103995,2026-03-24,CRI,-6,SMB,Marketplace,2-10,4,Operations,66.2,8,18
L103996,2026-02-28,DOM,-4,SMB,Organic,2-10,3,Operations,65.49,8,18
L103997,2026-03-13,DOM,-4,SMB,Marketplace,Solo,1,Operations,23.42,8,18
L103998,2026-05-19,COL,-5,AccountantFirm,Partner Program,2-10,4,Firm Owner,144.12,9,18
L103999,2026-05-27,MEX,-6,SMB,Organic,11-50,17,Owner,256.27,8,18
L104000,2026-01-02,COL,-5,SMB,Referral,11-50,27,Owner,270.91,8,18
L104001,2026-03-10,COL,-5,SMB,Partner Program,51-200,181,Finance Lead,551.86,8,18
L104002,2026-06-03,COL,-5,SMB,Webinar,Solo,1,Owner,30.28,8,18
L104003,2026-04-07,COL,-5,SMB,Webinar,2-10,9,Owner,85.36,8,18
L104004,2026-02-07,COL,-5,SMB,Paid Search,2-10,3,Owner,71.61,8,18
L104005,2026-04-18,MEX,-6,AccountantFirm,Partner Program,2-10,7,Firm Owner,295.15,9,18
L104006,2026-01-27,MEX,-6,SMB,Organic,2-10,2,Owner,73.69,8,18
L104007,2026-01-04,COL,-5,AccountantFirm,Referral,11-50,13,Firm Owner,510.33,9,18
L104008,2026-04-25,PER,-5,SMB,Paid Search,11-50,36,Owner,223.01,8,18
L104009,2026-04-04,MEX,-6,SMB,Webinar,2-10,4,Finance Lead,74.18,8,18
L104010,2026-05-17,PER,-5,SMB,Referral,Solo,1,Owner,29.37,8,18
L104011,2026-03-04,DOM,-4,AccountantFirm,Organic,2-10,8,Senior Accountant,177.01,9,18
L104012,2026-06-04,COL,-5,SMB,Paid Search,11-50,17,Owner,212.08,8,18
L104013,2026-03-18,PER,-5,SMB,Outbound,Solo,1,Finance Lead,36.86,8,18
L104014,2026-05-14,PER,-5,AccountantFirm,Referral,11-50,15,Partner,289.53,9,18
L104015,2026-01-19,DOM,-4,SMB,Paid Search,11-50,39,Operations,172.99,8,18
L104016,2026-01-18,MEX,-6,SMB,Paid Search,51-200,82,Owner,431.3,8,18
L104017,2026-05-22,MEX,-6,SMB,Organic,2-10,2,Owner,19.0,8,18
L104018,2026-05-31,MEX,-6,SMB,Referral,2-10,9,Owner,39.83,8,18
L104019,2026-06-20,CRI,-6,SMB,Partner Program,Solo,1,Owner,36.4,8,18
L104020,2026-02-28,MEX,-6,SMB,Paid Search,Solo,1,Operations,32.56,8,18
L104021,2026-01-05,COL,-5,AccountantFirm,Partner Program,11-50,39,Partner,454.78,9,18
L104022,2026-06-27,COL,-5,SMB,Paid Search,11-50,48,Owner,127.56,8,18
L104023,2026-04-19,COL,-5,SMB,Webinar,Solo,1,Finance Lead,33.72,8,18
L104024,2026-02-14,COL,-5,AccountantFirm,Organic,2-10,7,Partner,153.32,9,18
L104025,2026-05-19,MEX,-6,SMB,Paid Search,11-50,30,Owner,239.13,8,18
L104026,2026-06-13,PER,-5,SMB,Referral,2-10,8,Owner,88.24,8,18
L104027,2026-02-21,COL,-5,SMB,Partner Program,2-10,9,Finance Lead,82.33,8,18
L104028,2026-05-20,COL,-5,SMB,Marketplace,2-10,7,Finance Lead,50.72,8,18
L104029,2026-05-23,COL,-5,SMB,Organic,2-10,4,Operations,67.18,8,18
L104030,2026-04-01,MEX,-6,AccountantFirm,Referral,51-200,184,Senior Accountant,727.69,9,18
