activity_id,lead_id,activity_at,activity_type,activity_source,rep_id,duration_minutes
A0442601B,L104426,2026-03-27 20:00:00,task,bot,SDR01,0
A0442602B,L104426,2026-03-29 03:00:00,task,bot,SDR01,0
A0442600H,L104426,2026-04-02 09:00:00,call,human,SDR01,1
A0442601H,L104426,2026-03-28 20:00:00,call,human,SDR01,7
A04426X00,L104426,2026-04-02 12:00:00,email,human,AE03,52
A04426X01,L104426,2026-03-30 15:00:00,meeting,human,AE04,10
A04426X02,L104426,2026-04-03 09:00:00,note,human,AE06,6
A0442700B,L104427,2026-02-25 04:00:00,email,bot,SDR02,0
A0442701B,L104427,2026-02-25 11:00:00,whatsapp,bot,SDR02,0
A0442700H,L104427,2026-02-25 11:00:00,call,human,SDR02,1
A0442701H,L104427,2026-02-25 09:00:00,call,human,SDR02,4
A04427X00,L104427,2026-03-02 18:00:00,email,human,AE05,10
A0442800B,L104428,2026-06-04 20:00:00,email,bot,SDR02,0
A04428X00,L104428,2026-06-10 16:00:00,whatsapp,human,AE01,5
A04428X01,L104428,2026-06-15 08:00:00,meeting,human,AE06,34
A04428X02,L104428,2026-06-12 14:00:00,email,human,AE04,33
A04428X03,L104428,2026-06-02 12:00:00,meeting,human,AE05,60
A0442900B,L104429,2026-01-12 06:00:00,task,bot,SDR02,0
A0442901B,L104429,2026-01-12 22:00:00,task,bot,SDR02,0
A0442900H,L104429,2026-01-21 13:00:00,call,human,SDR02,5
A0442901H,L104429,2026-01-17 18:00:00,call,human,SDR02,10
A0442902H,L104429,2026-01-14 12:00:00,call,human,AE08,1
A0442903H,L104429,2026-01-11 17:00:00,call,human,AE09,1
A04429X00,L104429,2026-01-21 18:00:00,note,human,AE08,48
A04429X01,L104429,2026-01-20 17:00:00,task,human,AE08,52
A04429X02,L104429,2026-01-12 17:00:00,email,human,AE08,28
A0443000B,L104430,2026-03-27 22:00:00,whatsapp,bot,SDR03,0
A0443000H,L104430,2026-03-29 09:00:00,call,human,SDR03,1
A0443001H,L104430,2026-04-03 11:00:00,call,human,SDR03,5
A0443002H,L104430,2026-03-31 20:00:00,call,human,AE01,5
A04430X00,L104430,2026-04-08 12:00:00,note,human,AE02,42
A0443100B,L104431,2026-03-09 02:00:00,whatsapp,system,,0
A0443100H,L104431,2026-03-12 19:00:00,call,human,SDR01,5
A0443300B,L104433,2026-02-18 14:00:00,email,system,,0
A0443301B,L104433,2026-02-19 08:00:00,whatsapp,system,,0
A0443302B,L104433,2026-02-17 03:00:00,task,bot,SDR02,0
A0443300H,L104433,2026-02-18 10:00:00,call,human,SDR02,1
A0443301H,L104433,2026-02-16 19:00:00,call,human,SDR02,2
A04433X00,L104433,2026-02-16 09:00:00,whatsapp,human,AE06,13
A04433X01,L104433,2026-02-28 11:00:00,whatsapp,human,AE03,28
A04433X02,L104433,2026-02-19 14:00:00,email,human,AE02,51
A0443400B,L104434,2026-05-01 02:00:00,task,bot,SDR01,0
A0443401B,L104434,2026-05-04 23:00:00,email,bot,SDR01,0
A0443400H,L104434,2026-05-06 09:00:00,call,human,SDR01,6
A0443401H,L104434,2026-05-13 15:00:00,call,human,SDR01,6
A0443500B,L104435,2026-03-12 07:00:00,email,bot,SDR01,0
A0443501B,L104435,2026-03-12 12:00:00,email,system,,0
A0443500H,L104435,2026-03-17 17:00:00,call,human,SDR01,5
A04435X00,L104435,2026-03-16 17:00:00,whatsapp,human,AE04,21
A04435X01,L104435,2026-03-30 19:00:00,email,human,AE02,35
A0443600B,L104436,2026-02-07 00:00:00,whatsapp,bot,SDR01,0
A0443601B,L104436,2026-02-04 16:00:00,email,system,,0
A0443600H,L104436,2026-02-07 14:00:00,call,human,SDR01,5
A04436X00,L104436,2026-02-16 14:00:00,email,human,AE01,28
A04436X01,L104436,2026-02-18 16:00:00,email,human,AE06,45
A0443700B,L104437,2026-02-05 19:00:00,whatsapp,bot,SDR01,0
A0443701B,L104437,2026-02-08 08:00:00,whatsapp,bot,SDR01,0
A0443702B,L104437,2026-02-06 16:00:00,whatsapp,system,,0
A0443700H,L104437,2026-02-08 17:00:00,call,human,SDR01,1
A0443800B,L104438,2026-05-08 00:00:00,email,bot,SDR01,0
A0443801B,L104438,2026-05-09 19:00:00,task,bot,SDR01,0
A0443802B,L104438,2026-05-07 19:00:00,whatsapp,bot,SDR01,0
A0443800H,L104438,2026-05-10 19:00:00,call,human,SDR01,1
A0443801H,L104438,2026-05-09 12:00:00,call,human,SDR01,1
A0443802H,L104438,2026-05-20 21:00:00,call,human,AE07,8
A04438X00,L104438,2026-05-13 19:00:00,meeting,human,AE09,26
A0443900H,L104439,2026-03-01 18:00:00,call,human,SDR02,6
A04439X00,L104439,2026-02-27 10:00:00,whatsapp,human,AE04,11
A04439X01,L104439,2026-02-25 12:00:00,task,human,AE06,40
A0444000B,L104440,2026-02-25 12:00:00,email,system,,0
A0444000H,L104440,2026-03-07 20:00:00,call,human,SDR04,7
A04440X00,L104440,2026-03-01 16:00:00,whatsapp,human,AE09,26
A04440X01,L104440,2026-03-08 14:00:00,whatsapp,human,AE09,19
A04440X02,L104440,2026-03-11 19:00:00,whatsapp,human,AE07,60
A04440X03,L104440,2026-03-11 16:00:00,whatsapp,human,AE08,26
A0444100H,L104441,2026-04-26 11:00:00,call,human,SDR02,1
A0444101H,L104441,2026-04-28 21:00:00,call,human,SDR02,1
A0444102H,L104441,2026-05-05 19:00:00,call,human,AE01,6
A04441X00,L104441,2026-05-03 14:00:00,note,human,AE03,50
A0444200B,L104442,2026-03-02 13:00:00,email,bot,SDR03,0
A0444200H,L104442,2026-03-09 21:00:00,call,human,SDR03,4
A04442X00,L104442,2026-03-15 17:00:00,whatsapp,human,AE01,52
A04442X01,L104442,2026-03-13 19:00:00,task,human,AE03,23
A04442X02,L104442,2026-03-15 11:00:00,whatsapp,human,AE05,11
A0444300B,L104443,2026-03-15 13:00:00,email,bot,SDR02,0
A0444301B,L104443,2026-03-13 21:00:00,email,bot,SDR02,0
A0444302B,L104443,2026-03-15 06:00:00,whatsapp,system,,0
A0444300H,L104443,2026-03-16 21:00:00,call,human,SDR02,1
A0444301H,L104443,2026-03-13 17:00:00,call,human,SDR02,4
A0444400B,L104444,2026-02-14 17:00:00,email,bot,SDR01,0
A0444401B,L104444,2026-02-17 20:00:00,email,bot,SDR01,0
A0444400H,L104444,2026-02-22 10:00:00,call,human,SDR01,8
A0444401H,L104444,2026-02-27 10:00:00,call,human,SDR01,1
A0444500B,L104445,2026-03-06 17:00:00,task,bot,SDR02,0
A0444501B,L104445,2026-03-04 05:00:00,whatsapp,system,,0
A0444502B,L104445,2026-03-05 10:00:00,whatsapp,bot,SDR02,0
A0444500H,L104445,2026-03-15 14:00:00,call,human,SDR02,7
A0444501H,L104445,2026-03-12 17:00:00,call,human,SDR02,5
A0444600B,L104446,2026-05-06 07:00:00,task,system,,0
A0444600H,L104446,2026-05-18 12:00:00,call,human,SDR01,5
A0444601H,L104446,2026-05-07 19:00:00,call,human,SDR01,6
A0444602H,L104446,2026-05-09 17:00:00,call,human,AE01,4
A0444603H,L104446,2026-05-06 19:00:00,call,human,AE02,1
A04446X00,L104446,2026-05-07 16:00:00,email,human,AE05,41
A04446X01,L104446,2026-05-21 15:00:00,email,human,AE06,15
A04446X02,L104446,2026-05-08 10:00:00,email,human,AE03,42
A04446X03,L104446,2026-05-06 14:00:00,whatsapp,human,AE05,9
A0444700B,L104447,2026-04-08 06:00:00,email,system,,0
A0444700H,L104447,2026-04-16 09:00:00,call,human,SDR02,1
A0444701H,L104447,2026-04-16 11:00:00,call,human,SDR02,7
A0444702H,L104447,2026-04-15 12:00:00,call,human,AE07,7
A04448X00,L104448,2026-07-10 10:00:00,email,human,AE02,55
A04448X01,L104448,2026-07-10 13:00:00,note,human,AE06,23
A04448X02,L104448,2026-07-06 17:00:00,whatsapp,human,AE02,36
A04448X03,L104448,2026-06-30 14:00:00,email,human,AE06,57
A0444900B,L104449,2026-05-23 04:00:00,task,system,,0
A04449X00,L104449,2026-06-03 17:00:00,task,human,AE01,52
A04449X01,L104449,2026-05-22 18:00:00,email,human,AE04,51
A04449X02,L104449,2026-06-08 18:00:00,note,human,AE01,42
A04449X03,L104449,2026-06-07 08:00:00,task,human,AE03,37
A0445000H,L104450,2026-01-10 08:00:00,call,human,SDR02,1
A0445001H,L104450,2026-01-09 20:00:00,call,human,SDR02,5
A04450X00,L104450,2026-01-16 16:00:00,task,human,AE09,32
A04450X01,L104450,2026-01-17 17:00:00,task,human,AE09,31
A04450X02,L104450,2026-01-12 08:00:00,whatsapp,human,AE08,51
A0445100B,L104451,2026-03-10 15:00:00,task,bot,SDR04,0
A0445101B,L104451,2026-03-13 20:00:00,task,bot,SDR04,0
A0445102B,L104451,2026-03-12 11:00:00,whatsapp,bot,SDR04,0
A0445100H,L104451,2026-03-13 21:00:00,call,human,SDR04,1
A0445101H,L104451,2026-03-12 18:00:00,call,human,SDR04,4
A04451X00,L104451,2026-03-12 14:00:00,email,human,AE02,29
A04451X01,L104451,2026-03-28 14:00:00,email,human,AE03,9
A04451X02,L104451,2026-03-10 12:00:00,task,human,AE02,17
A0445200H,L104452,2026-02-25 15:00:00,call,human,SDR04,9
A0445201H,L104452,2026-02-28 16:00:00,call,human,SDR04,8
A0445202H,L104452,2026-02-24 16:00:00,call,human,AE09,5
A0445300B,L104453,2026-04-17 20:00:00,whatsapp,system,,0
A0445300H,L104453,2026-04-24 10:00:00,call,human,SDR02,1
A0445301H,L104453,2026-04-21 16:00:00,call,human,SDR02,8
A0445302H,L104453,2026-04-28 16:00:00,call,human,AE07,1
A04453X00,L104453,2026-05-01 15:00:00,task,human,AE07,49
A0445400B,L104454,2026-02-19 22:00:00,email,bot,SDR02,0
A0445401B,L104454,2026-02-21 15:00:00,email,bot,SDR02,0
A0445402B,L104454,2026-02-21 18:00:00,whatsapp,bot,SDR02,0
A0445400H,L104454,2026-02-27 08:00:00,call,human,SDR02,8
A0445401H,L104454,2026-02-20 10:00:00,call,human,SDR02,1
A04454X00,L104454,2026-03-07 14:00:00,whatsapp,human,AE08,27
A04454X01,L104454,2026-02-22 12:00:00,email,human,AE09,21
A04454X02,L104454,2026-02-19 08:00:00,email,human,AE08,36
A04454X03,L104454,2026-02-28 17:00:00,whatsapp,human,AE09,49
A0445500H,L104455,2026-06-26 18:00:00,call,human,SDR02,1
A0445501H,L104455,2026-06-24 16:00:00,call,human,SDR02,1
A04455X00,L104455,2026-07-10 17:00:00,task,human,AE08,17
A04455X01,L104455,2026-06-25 18:00:00,whatsapp,human,AE07,17
A0445600B,L104456,2026-02-26 06:00:00,task,system,,0
A0445601B,L104456,2026-02-27 09:00:00,whatsapp,bot,SDR02,0
A0445600H,L104456,2026-02-26 13:00:00,call,human,SDR02,1
A0445601H,L104456,2026-03-01 16:00:00,call,human,SDR02,7
A0445602H,L104456,2026-02-27 16:00:00,call,human,AE06,8
A04456X00,L104456,2026-03-12 17:00:00,whatsapp,human,AE01,53
A0445700B,L104457,2026-04-07 21:00:00,email,bot,SDR01,0
A0445701B,L104457,2026-04-07 07:00:00,email,bot,SDR01,0
A0445702B,L104457,2026-04-06 14:00:00,whatsapp,bot,SDR01,0
A0445700H,L104457,2026-04-16 12:00:00,call,human,SDR01,5
A0445701H,L104457,2026-04-05 10:00:00,call,human,SDR01,1
A0445702H,L104457,2026-04-18 16:00:00,call,human,AE04,6
A0445703H,L104457,2026-04-09 10:00:00,call,human,AE02,1
A04457X00,L104457,2026-04-14 14:00:00,email,human,AE02,26
A04457X01,L104457,2026-04-21 17:00:00,meeting,human,AE03,53
A04457X02,L104457,2026-04-11 11:00:00,task,human,AE03,14
A0445800B,L104458,2026-01-23 15:00:00,email,system,,0
A0445800H,L104458,2026-02-03 21:00:00,call,human,SDR03,1
A0445801H,L104458,2026-01-26 12:00:00,call,human,SDR03,1
A0445802H,L104458,2026-02-01 21:00:00,call,human,AE07,7
A04458X00,L104458,2026-02-02 10:00:00,email,human,AE08,33
A04458X01,L104458,2026-01-28 08:00:00,email,human,AE07,50
A0445900B,L104459,2026-06-17 03:00:00,task,bot,SDR02,0
A0445901B,L104459,2026-06-17 17:00:00,task,system,,0
A0445902B,L104459,2026-06-17 10:00:00,whatsapp,system,,0
A0445900H,L104459,2026-06-23 21:00:00,call,human,SDR02,1
A0445901H,L104459,2026-06-21 21:00:00,call,human,SDR02,1
A0445902H,L104459,2026-06-19 20:00:00,call,human,AE08,10
A04459X00,L104459,2026-06-30 18:00:00,whatsapp,human,AE07,29
A04459X01,L104459,2026-06-21 18:00:00,task,human,AE07,29
A04459X02,L104459,2026-06-18 12:00:00,whatsapp,human,AE08,33
A0446000B,L104460,2026-06-18 08:00:00,email,bot,SDR02,0
A0446000H,L104460,2026-06-25 18:00:00,call,human,SDR02,4
A0446001H,L104460,2026-06-26 16:00:00,call,human,SDR02,3
A04460X00,L104460,2026-06-17 17:00:00,meeting,human,AE03,27
A04460X01,L104460,2026-06-15 13:00:00,email,human,AE05,55
A04460X02,L104460,2026-07-01 19:00:00,note,human,AE01,11
A04460X03,L104460,2026-06-16 12:00:00,note,human,AE05,6
A0446100B,L104461,2026-05-27 19:00:00,task,system,,0
A0446100H,L104461,2026-06-02 09:00:00,call,human,SDR02,9
A04461X00,L104461,2026-06-07 14:00:00,note,human,AE02,5
A0446200B,L104462,2026-03-05 13:00:00,whatsapp,system,,0
A04462X00,L104462,2026-03-09 08:00:00,task,human,AE01,32
A0446300B,L104463,2026-01-14 11:00:00,task,system,,0
A04463X00,L104463,2026-01-13 18:00:00,whatsapp,human,AE02,35
A04463X01,L104463,2026-01-24 08:00:00,email,human,AE04,31
A04463X02,L104463,2026-01-12 17:00:00,meeting,human,AE01,58
A04463X03,L104463,2026-01-18 09:00:00,note,human,AE06,9
A0446400H,L104464,2026-05-19 21:00:00,call,human,SDR01,1
A0446401H,L104464,2026-05-17 11:00:00,call,human,SDR01,7
A0446402H,L104464,2026-05-17 15:00:00,call,human,AE02,1
A0446403H,L104464,2026-05-12 09:00:00,call,human,AE01,1
A0446404H,L104464,2026-05-10 15:00:00,call,human,AE01,1
A04464X00,L104464,2026-05-28 10:00:00,email,human,AE06,54
A04464X01,L104464,2026-05-23 15:00:00,whatsapp,human,AE02,59
A04464X02,L104464,2026-05-10 14:00:00,email,human,AE06,60
A0446500B,L104465,2026-03-22 06:00:00,task,system,,0
A0446500H,L104465,2026-03-28 20:00:00,call,human,SDR02,1
A0446501H,L104465,2026-03-29 15:00:00,call,human,SDR02,5
A0446502H,L104465,2026-03-29 20:00:00,call,human,AE07,10
A0446503H,L104465,2026-03-21 20:00:00,call,human,AE07,5
A0446504H,L104465,2026-03-31 18:00:00,call,human,AE08,1
A04465X00,L104465,2026-03-19 08:00:00,whatsapp,human,AE08,21
A0446600H,L104466,2026-07-06 08:00:00,call,human,SDR02,10
A0446601H,L104466,2026-07-08 20:00:00,call,human,SDR02,1
A0446602H,L104466,2026-07-08 20:00:00,call,human,AE09,1
A0446603H,L104466,2026-07-05 18:00:00,call,human,AE08,3
A0446700B,L104467,2026-05-10 04:00:00,email,system,,0
A0446701B,L104467,2026-05-10 01:00:00,task,system,,0
A0446800B,L104468,2026-04-09 00:00:00,email,bot,SDR02,0
A0446800H,L104468,2026-04-16 15:00:00,call,human,SDR02,1
A0446801H,L104468,2026-04-11 09:00:00,call,human,SDR02,1
A04468X00,L104468,2026-04-23 10:00:00,email,human,AE04,28
A04468X01,L104468,2026-04-19 12:00:00,whatsapp,human,AE05,38
A04468X02,L104468,2026-04-15 18:00:00,email,human,AE02,28
A0446900B,L104469,2026-06-29 06:00:00,task,bot,SDR02,0
A0446900H,L104469,2026-07-04 12:00:00,call,human,SDR02,1
A0446901H,L104469,2026-07-09 08:00:00,call,human,SDR02,1
A0446902H,L104469,2026-07-05 09:00:00,call,human,AE04,1
A04469X00,L104469,2026-07-10 16:00:00,email,human,AE01,31
A04469X01,L104469,2026-07-12 18:00:00,meeting,human,AE05,29
A0447000B,L104470,2026-05-26 20:00:00,email,system,,0
A0447000H,L104470,2026-05-30 12:00:00,call,human,SDR01,1
A0447001H,L104470,2026-05-25 09:00:00,call,human,SDR01,1
A0447002H,L104470,2026-05-29 12:00:00,call,human,AE05,7
A04470X00,L104470,2026-06-02 10:00:00,email,human,AE02,33
A04470X01,L104470,2026-05-29 11:00:00,whatsapp,human,AE06,41
A04470X02,L104470,2026-06-02 13:00:00,task,human,AE03,5
A04470X03,L104470,2026-05-31 13:00:00,note,human,AE04,45
A0447100B,L104471,2026-03-27 00:00:00,email,system,,0
A0447101B,L104471,2026-03-27 10:00:00,email,bot,SDR02,0
A0447102B,L104471,2026-03-27 14:00:00,whatsapp,system,,0
A0447100H,L104471,2026-03-24 11:00:00,call,human,SDR02,5
A0447101H,L104471,2026-04-05 18:00:00,call,human,SDR02,1
A0447102H,L104471,2026-04-06 20:00:00,call,human,AE01,1
A0447103H,L104471,2026-03-30 12:00:00,call,human,AE06,1
A04471X00,L104471,2026-04-01 08:00:00,note,human,AE04,27
A0447200B,L104472,2026-01-05 00:00:00,email,bot,SDR01,0
A0447201B,L104472,2026-01-05 08:00:00,task,bot,SDR01,0
A0447300B,L104473,2026-01-19 06:00:00,whatsapp,bot,SDR01,0
A0447301B,L104473,2026-01-19 03:00:00,whatsapp,bot,SDR01,0
A0447302B,L104473,2026-01-20 19:00:00,task,bot,SDR01,0
A0447300H,L104473,2026-01-20 20:00:00,call,human,SDR01,5
A0447301H,L104473,2026-01-22 19:00:00,call,human,SDR01,1
A04473X00,L104473,2026-01-22 14:00:00,email,human,AE05,16
A0447400H,L104474,2026-04-03 11:00:00,call,human,SDR01,1
A0447401H,L104474,2026-03-25 21:00:00,call,human,SDR01,1
A04474X00,L104474,2026-04-04 15:00:00,whatsapp,human,AE03,25
A0447500B,L104475,2026-04-13 06:00:00,whatsapp,bot,SDR02,0
A0447500H,L104475,2026-04-13 15:00:00,call,human,SDR02,1
A04475X00,L104475,2026-04-16 13:00:00,task,human,AE01,39
A04475X01,L104475,2026-04-27 15:00:00,whatsapp,human,AE04,60
A04475X02,L104475,2026-04-14 15:00:00,whatsapp,human,AE05,39
A0447600B,L104476,2026-01-06 06:00:00,task,system,,0
A0447601B,L104476,2026-01-06 23:00:00,whatsapp,bot,SDR02,0
A0447602B,L104476,2026-01-09 21:00:00,task,bot,SDR02,0
A0447600H,L104476,2026-01-07 14:00:00,call,human,SDR02,5
A0447601H,L104476,2026-01-12 08:00:00,call,human,SDR02,1
A04476X00,L104476,2026-01-19 18:00:00,task,human,AE01,18
A0447700B,L104477,2026-01-23 05:00:00,email,system,,0
A0447700H,L104477,2026-02-02 14:00:00,call,human,SDR01,5
A04477X00,L104477,2026-01-26 18:00:00,note,human,AE06,59
A04477X01,L104477,2026-01-25 14:00:00,meeting,human,AE04,13
A04477X02,L104477,2026-01-27 17:00:00,email,human,AE04,43
A04477X03,L104477,2026-02-09 17:00:00,task,human,AE02,21
A0447800B,L104478,2026-05-11 14:00:00,task,bot,SDR01,0
A0447801B,L104478,2026-05-10 09:00:00,email,bot,SDR01,0
A0447800H,L104478,2026-05-08 15:00:00,call,human,SDR01,5
A0447801H,L104478,2026-05-13 08:00:00,call,human,SDR01,1
A0447802H,L104478,2026-05-14 16:00:00,call,human,AE06,3
A0447900B,L104479,2026-05-20 10:00:00,email,system,,0
A0447900H,L104479,2026-05-23 21:00:00,call,human,SDR02,8
A04479X00,L104479,2026-05-20 14:00:00,task,human,AE06,52
A0448000B,L104480,2026-01-09 21:00:00,email,system,,0
A0448000H,L104480,2026-01-18 20:00:00,call,human,SDR02,1
A0448001H,L104480,2026-01-14 08:00:00,call,human,SDR02,1
A0448100B,L104481,2026-04-02 16:00:00,email,bot,SDR02,0
A0448101B,L104481,2026-04-02 09:00:00,task,bot,SDR02,0
A0448102B,L104481,2026-04-05 10:00:00,email,bot,SDR02,0
A0448100H,L104481,2026-04-04 17:00:00,call,human,SDR02,3
A0448101H,L104481,2026-04-14 20:00:00,call,human,SDR02,1
A0448102H,L104481,2026-04-06 08:00:00,call,human,AE06,1
A04481X00,L104481,2026-04-21 10:00:00,meeting,human,AE03,14
A0448200H,L104482,2026-01-17 12:00:00,call,human,SDR01,1
A0448201H,L104482,2026-01-19 21:00:00,call,human,SDR01,6
A04482X00,L104482,2026-01-23 16:00:00,whatsapp,human,AE02,9
A04482X01,L104482,2026-01-25 19:00:00,task,human,AE06,19
A04482X02,L104482,2026-01-31 16:00:00,email,human,AE01,18
A0448300H,L104483,2026-05-18 21:00:00,call,human,SDR02,1
A0448301H,L104483,2026-05-22 19:00:00,call,human,SDR02,5
A0448302H,L104483,2026-05-18 09:00:00,call,human,AE09,1
A0448400B,L104484,2026-06-03 08:00:00,whatsapp,system,,0
A0448400H,L104484,2026-06-11 14:00:00,call,human,SDR02,1
A0448401H,L104484,2026-05-31 21:00:00,call,human,SDR02,9
A04484X00,L104484,2026-06-17 09:00:00,note,human,AE04,10
A04484X01,L104484,2026-06-04 09:00:00,email,human,AE04,25
A04484X02,L104484,2026-06-13 15:00:00,email,human,AE04,30
A04484X03,L104484,2026-05-31 14:00:00,note,human,AE04,38
A0448500B,L104485,2026-06-07 10:00:00,task,bot,SDR01,0
A0448501B,L104485,2026-06-07 21:00:00,email,bot,SDR01,0
A0448502B,L104485,2026-06-09 00:00:00,task,bot,SDR01,0
A0448500H,L104485,2026-06-20 17:00:00,call,human,SDR01,1
A0448600B,L104486,2026-04-20 23:00:00,email,bot,SDR01,0
A0448601B,L104486,2026-04-21 14:00:00,task,bot,SDR01,0
A0448600H,L104486,2026-04-24 10:00:00,call,human,SDR01,1
A0448700B,L104487,2026-04-26 06:00:00,task,bot,SDR02,0
A0448700H,L104487,2026-05-02 21:00:00,call,human,SDR02,4
A0448701H,L104487,2026-04-28 18:00:00,call,human,SDR02,7
A0448702H,L104487,2026-04-27 14:00:00,call,human,AE07,6
A0448703H,L104487,2026-04-27 20:00:00,call,human,AE08,6
A0448704H,L104487,2026-05-07 15:00:00,call,human,AE07,1
A04487X00,L104487,2026-04-28 14:00:00,email,human,AE07,20
A04487X01,L104487,2026-04-27 11:00:00,task,human,AE08,37
A0448800B,L104488,2026-06-18 05:00:00,whatsapp,system,,0
A0448800H,L104488,2026-06-30 13:00:00,call,human,SDR02,9
A0448801H,L104488,2026-06-22 12:00:00,call,human,SDR02,1
A0448802H,L104488,2026-06-17 11:00:00,call,human,AE07,1
A0448803H,L104488,2026-06-18 15:00:00,call,human,AE09,7
A0448804H,L104488,2026-06-17 19:00:00,call,human,AE09,7
A0448805H,L104488,2026-06-27 18:00:00,call,human,AE07,1
A04488X00,L104488,2026-07-05 13:00:00,meeting,human,AE08,10
A04488X01,L104488,2026-07-03 08:00:00,whatsapp,human,AE09,44
A04488X02,L104488,2026-07-04 19:00:00,whatsapp,human,AE08,8
A04488X03,L104488,2026-07-05 10:00:00,task,human,AE07,15
A0448900B,L104489,2026-04-21 15:00:00,whatsapp,system,,0
A0448900H,L104489,2026-05-03 17:00:00,call,human,SDR04,6
A04489X00,L104489,2026-04-22 19:00:00,task,human,AE04,56
A04489X01,L104489,2026-05-02 15:00:00,note,human,AE03,55
A0449000B,L104490,2026-03-25 05:00:00,task,system,,0
A04490X00,L104490,2026-04-05 11:00:00,task,human,AE05,47
A04490X01,L104490,2026-03-29 16:00:00,task,human,AE05,29
A0449100B,L104491,2026-05-18 14:00:00,task,system,,0
A0449100H,L104491,2026-05-30 18:00:00,call,human,SDR01,1
A0449101H,L104491,2026-05-24 19:00:00,call,human,SDR01,7
A0449102H,L104491,2026-05-25 18:00:00,call,human,AE03,3
A0449103H,L104491,2026-05-30 08:00:00,call,human,AE02,1
A0449104H,L104491,2026-05-22 16:00:00,call,human,AE06,4
A04491X00,L104491,2026-05-24 12:00:00,email,human,AE02,13
A04491X01,L104491,2026-05-18 17:00:00,email,human,AE01,42
A04491X02,L104491,2026-05-23 10:00:00,whatsapp,human,AE04,52
A04491X03,L104491,2026-05-18 13:00:00,note,human,AE05,59
A0449200B,L104492,2026-04-18 18:00:00,whatsapp,system,,0
A0449200H,L104492,2026-04-29 21:00:00,call,human,SDR01,3
A0449201H,L104492,2026-04-20 18:00:00,call,human,SDR01,3
A04492X00,L104492,2026-05-02 14:00:00,note,human,AE05,28
A04492X01,L104492,2026-04-21 18:00:00,whatsapp,human,AE06,45
A04492X02,L104492,2026-04-30 17:00:00,email,human,AE04,11
A0449300B,L104493,2026-06-02 14:00:00,whatsapp,bot,SDR01,0
A0449301B,L104493,2026-06-04 16:00:00,whatsapp,bot,SDR01,0
A0449302B,L104493,2026-06-02 05:00:00,email,system,,0
A0449300H,L104493,2026-06-03 20:00:00,call,human,SDR01,1
A0449301H,L104493,2026-06-04 15:00:00,call,human,SDR01,4
A0449302H,L104493,2026-06-13 12:00:00,call,human,AE01,4
A0449303H,L104493,2026-06-04 08:00:00,call,human,AE06,8
A04493X00,L104493,2026-06-08 09:00:00,task,human,AE03,40
A04493X01,L104493,2026-06-16 16:00:00,task,human,AE01,57
A04493X02,L104493,2026-06-15 09:00:00,task,human,AE02,31
A0449400H,L104494,2026-04-18 21:00:00,call,human,SDR02,5
A04494X00,L104494,2026-04-22 10:00:00,note,human,AE02,17
A04495X00,L104495,2026-06-09 18:00:00,whatsapp,human,AE09,20
A04495X01,L104495,2026-06-17 15:00:00,whatsapp,human,AE08,16
A04495X02,L104495,2026-06-09 17:00:00,email,human,AE07,36
A04495X03,L104495,2026-06-17 13:00:00,whatsapp,human,AE07,5
A0449600B,L104496,2026-01-11 11:00:00,task,system,,0
A0449600H,L104496,2026-01-15 16:00:00,call,human,SDR03,6
A0449601H,L104496,2026-01-15 11:00:00,call,human,SDR03,9
A0449602H,L104496,2026-01-20 12:00:00,call,human,AE08,1
A0449603H,L104496,2026-01-16 19:00:00,call,human,AE09,8
A04496X00,L104496,2026-01-28 17:00:00,whatsapp,human,AE07,39
A04496X01,L104496,2026-01-17 17:00:00,meeting,human,AE07,8
A0449700H,L104497,2026-01-17 19:00:00,call,human,SDR01,1
A0449701H,L104497,2026-01-08 11:00:00,call,human,SDR01,1
A0449702H,L104497,2026-01-19 15:00:00,call,human,AE01,3
A0449800B,L104498,2026-01-21 17:00:00,task,bot,SDR02,0
A0449800H,L104498,2026-01-20 10:00:00,call,human,SDR02,1
A0449801H,L104498,2026-01-19 15:00:00,call,human,SDR02,10
A0449900B,L104499,2026-04-12 01:00:00,email,bot,SDR02,0
A0449901B,L104499,2026-04-13 19:00:00,whatsapp,bot,SDR02,0
A0449900H,L104499,2026-04-23 19:00:00,call,human,SDR02,6
A0449901H,L104499,2026-04-12 17:00:00,call,human,SDR02,7
A0449902H,L104499,2026-04-12 17:00:00,call,human,AE01,7
A04499X00,L104499,2026-04-24 15:00:00,email,human,AE06,42
A0450000B,L104500,2026-05-11 01:00:00,whatsapp,system,,0
A0450000H,L104500,2026-05-09 11:00:00,call,human,SDR02,1
A0450100B,L104501,2026-02-11 06:00:00,email,system,,0
A0450100H,L104501,2026-02-19 17:00:00,call,human,SDR03,8
A0450101H,L104501,2026-02-09 20:00:00,call,human,SDR03,5
A0450102H,L104501,2026-02-20 12:00:00,call,human,AE08,6
A0450103H,L104501,2026-02-14 14:00:00,call,human,AE07,8
A04501X00,L104501,2026-02-28 09:00:00,email,human,AE09,36
A04501X01,L104501,2026-02-20 19:00:00,task,human,AE07,58
A04501X02,L104501,2026-02-19 14:00:00,task,human,AE09,25
A04501X03,L104501,2026-02-20 12:00:00,note,human,AE08,45
A0450200B,L104502,2026-02-01 11:00:00,task,bot,SDR01,0
A0450201B,L104502,2026-01-29 02:00:00,task,system,,0
A04502X00,L104502,2026-02-12 13:00:00,email,human,AE05,58
