lead_id,bot_variant,first_bot_touch_at,first_touch_local_hour,after_hours_flag,num_messages_sent,replied_flag,meeting_booked_by_bot_flag,handoff_to_rep_delay_minutes
L101879,Periskope-A,2026-06-23 14:00:00,8,0,8,0,0,66
L101882,Periskope-B,2026-03-10 04:00:00,0,1,7,0,0,19
L101884,Periskope-B,2026-06-25 03:00:00,21,1,3,0,0,65
L101888,Periskope-B,2026-06-10 02:00:00,20,1,2,0,0,17
L101891,Periskope-A,2026-01-23 06:00:00,0,1,2,1,0,122
L101893,Periskope-A,2026-06-17 11:00:00,7,1,3,1,1,5
L101894,Periskope-A,2026-01-03 23:00:00,18,0,6,0,0,5
L101895,Periskope-A,2026-03-01 12:00:00,6,1,9,0,0,94
L101896,Periskope-B,2026-06-17 16:00:00,10,0,7,0,0,181
L101900,Periskope-B,2026-06-26 19:00:00,14,0,7,1,0,47
L101902,Periskope-A,2026-04-07 05:00:00,0,1,7,0,0,149
L101904,Periskope-A,2026-05-02 07:00:00,1,1,5,0,0,39
L101906,Periskope-A,2026-06-02 21:00:00,16,0,4,0,0,50
L101909,Periskope-A,2026-05-31 10:00:00,5,1,8,0,0,48
L101911,Periskope-A,2026-05-15 22:00:00,18,0,2,0,0,12
L101913,Periskope-A,2026-03-28 13:00:00,7,1,8,0,0,97
L101918,Periskope-A,2026-05-06 03:00:00,21,1,7,0,0,45
L101921,Periskope-A,2026-01-12 01:00:00,19,1,8,0,0,121
L101922,Periskope-B,2026-06-19 19:00:00,14,0,3,0,0,8
L101923,Periskope-B,2026-03-05 15:00:00,10,0,9,1,0,15
L101925,Periskope-A,2026-05-24 02:00:00,21,1,5,0,0,130
L101926,Periskope-A,2026-05-02 00:00:00,19,1,8,0,0,5
L101927,Periskope-B,2026-04-23 22:00:00,16,0,4,0,0,148
L101929,Periskope-A,2026-05-18 17:00:00,13,0,4,0,0,112
L101930,Periskope-A,2026-04-27 13:00:00,7,1,8,0,0,126
L101931,Periskope-B,2026-05-26 07:00:00,2,1,9,1,1,7
L101932,Periskope-A,2026-05-30 03:00:00,22,1,9,1,0,9
L101933,Periskope-A,2026-02-10 15:00:00,10,0,5,0,0,84
L101934,Periskope-A,2026-02-09 06:00:00,1,1,9,0,0,80
L101935,Periskope-A,2026-06-17 07:00:00,3,1,2,1,0,77
L101937,Periskope-A,2026-03-22 19:00:00,13,0,5,0,0,36
L101941,Periskope-A,2026-01-03 06:00:00,2,1,9,0,0,49
L101942,Periskope-B,2026-04-12 08:00:00,3,1,8,0,0,46
L101945,Periskope-A,2026-02-20 20:00:00,16,0,6,0,0,45
L101952,Periskope-B,2026-03-20 07:00:00,1,1,7,1,0,34
L101959,Periskope-B,2026-06-16 19:00:00,14,0,4,0,0,97
L101962,Periskope-B,2026-03-16 13:00:00,8,1,8,0,0,286
L101965,Periskope-B,2026-03-27 12:00:00,7,1,5,0,0,225
L101966,Periskope-A,2026-02-26 03:00:00,22,1,2,0,0,31
L101967,Periskope-B,2026-05-02 03:00:00,22,1,5,0,0,55
L101972,Periskope-B,2026-04-23 20:00:00,14,0,7,1,1,5
L101974,Periskope-B,2026-04-08 03:00:00,21,1,9,0,0,179
L101976,Periskope-A,2026-04-11 00:00:00,20,1,7,0,0,5
L101977,Periskope-A,2026-02-03 10:00:00,5,1,2,0,0,69
L101978,Periskope-A,2026-01-19 03:00:00,22,1,6,0,0,63
L101979,Periskope-A,2026-05-05 17:00:00,13,0,7,1,0,150
L101980,Periskope-B,2026-06-30 01:00:00,20,1,5,0,0,5
L101981,Periskope-A,2026-06-03 05:00:00,23,1,6,0,0,62
L101983,Periskope-A,2026-01-08 13:00:00,8,1,2,1,1,141
L101984,Periskope-A,2026-06-29 10:00:00,4,1,3,0,0,6
L101985,Periskope-B,2026-03-23 08:00:00,4,1,7,1,0,21
L101986,Periskope-A,2026-02-24 20:00:00,15,0,3,0,0,27
L101987,Periskope-A,2026-06-13 22:00:00,17,0,5,0,0,48
L101988,Periskope-B,2026-05-18 11:00:00,6,1,3,0,0,79
L101989,Periskope-B,2026-05-18 20:00:00,15,0,7,0,0,124
L101990,Periskope-A,2026-02-22 23:00:00,18,0,3,1,0,67
L101991,Periskope-A,2026-07-01 07:00:00,1,1,9,0,0,65
L101992,Periskope-A,2026-03-24 04:00:00,23,1,8,0,0,73
L101994,Periskope-A,2026-05-16 02:00:00,21,1,4,0,0,106
L101995,Periskope-A,2026-04-30 09:00:00,3,1,3,0,0,98
L101998,Periskope-A,2026-03-07 23:00:00,18,0,9,0,0,121
L101999,Periskope-A,2026-06-23 21:00:00,16,0,5,1,0,139
L102000,Periskope-B,2026-05-12 15:00:00,9,0,2,0,0,71
L102001,Periskope-A,2026-03-08 13:00:00,7,1,9,0,0,28
L102002,Periskope-B,2026-05-13 09:00:00,3,1,8,0,0,61
L102004,Periskope-A,2026-03-14 02:00:00,21,1,7,0,0,5
L102005,Periskope-A,2026-03-16 16:00:00,12,0,9,1,0,24
L102006,Periskope-A,2026-06-13 07:00:00,3,1,6,0,0,35
L102007,Periskope-A,2026-04-12 03:00:00,21,1,8,0,0,78
L102008,Periskope-A,2026-01-28 15:00:00,10,0,3,0,0,117
L102009,Periskope-A,2026-05-13 21:00:00,16,0,8,1,0,43
L102010,Periskope-A,2026-04-19 19:00:00,13,0,9,0,0,112
L102011,Periskope-A,2026-04-04 15:00:00,10,0,3,0,0,36
L102012,Periskope-B,2026-05-14 06:00:00,1,1,4,0,0,113
L102013,Periskope-A,2026-06-15 17:00:00,11,0,2,0,0,94
L102014,Periskope-B,2026-03-03 15:00:00,10,0,4,0,0,84
L102016,Periskope-A,2026-02-04 09:00:00,5,1,7,1,1,49
L102017,Periskope-B,2026-04-30 17:00:00,12,0,2,0,0,5
L102020,Periskope-B,2026-05-09 02:00:00,20,1,2,0,0,52
L102021,Periskope-B,2026-03-16 03:00:00,21,1,5,0,0,144
L102022,Periskope-B,2026-03-28 14:00:00,9,0,3,0,0,22
L102023,Periskope-B,2026-03-23 06:00:00,1,1,2,1,1,210
L102026,Periskope-A,2026-05-31 20:00:00,15,0,2,0,0,47
L102027,Periskope-A,2026-01-19 20:00:00,15,0,9,0,0,70
L102030,Periskope-A,2026-01-25 12:00:00,8,0,9,1,0,48
L102032,Periskope-A,2026-05-15 09:00:00,3,1,8,0,0,5
L102033,Periskope-A,2026-04-30 20:00:00,15,0,4,1,0,84
L102035,Periskope-A,2026-01-06 05:00:00,0,1,9,0,0,5
L102037,Periskope-A,2026-03-01 21:00:00,16,0,9,0,0,25
L102038,Periskope-B,2026-05-26 14:00:00,8,0,4,1,0,42
L102040,Periskope-A,2026-01-31 10:00:00,4,1,3,0,0,16
L102041,Periskope-A,2026-05-23 21:00:00,16,0,9,0,0,101
L102043,Periskope-A,2026-06-06 11:00:00,6,1,2,1,0,5
L102044,Periskope-A,2026-05-16 15:00:00,9,0,8,0,0,58
L102045,Periskope-A,2026-02-16 04:00:00,0,1,7,0,0,124
L102051,Periskope-A,2026-02-20 09:00:00,4,1,9,1,0,40
L102052,Periskope-A,2026-05-19 09:00:00,3,1,2,0,0,115
L102055,Periskope-A,2026-02-21 15:00:00,11,0,9,0,0,57
L102060,Periskope-B,2026-05-16 06:00:00,0,1,2,0,0,27
L102065,Periskope-A,2026-05-08 21:00:00,16,0,9,0,0,71
L102068,Periskope-B,2026-04-18 04:00:00,22,1,5,0,0,5
L102069,Periskope-B,2026-04-21 02:00:00,22,1,8,1,1,55
L102075,Periskope-A,2026-03-01 18:00:00,14,0,8,0,0,10
L102077,Periskope-B,2026-06-26 11:00:00,5,1,5,0,0,83
L102078,Periskope-B,2026-04-07 20:00:00,16,0,2,0,0,5
L102079,Periskope-A,2026-03-14 17:00:00,11,0,2,0,0,18
L102080,Periskope-B,2026-03-22 10:00:00,4,1,3,0,0,65
L102081,Periskope-A,2026-05-05 16:00:00,11,0,9,0,0,5
L102083,Periskope-A,2026-01-06 17:00:00,12,0,5,1,0,58
L102084,Periskope-B,2026-04-08 10:00:00,6,1,6,1,1,41
L102085,Periskope-A,2026-03-15 17:00:00,12,0,6,0,0,73
L102087,Periskope-B,2026-06-08 16:00:00,11,0,3,0,0,36
L102088,Periskope-A,2026-06-25 20:00:00,15,0,2,1,1,9
L102089,Periskope-A,2026-04-21 04:00:00,22,1,2,1,0,80
L102090,Periskope-A,2026-03-09 00:00:00,18,0,9,1,1,90
L102092,Periskope-A,2026-02-03 18:00:00,13,0,5,0,0,18
L102093,Periskope-A,2026-06-21 01:00:00,20,1,7,0,0,75
L102094,Periskope-A,2026-06-05 22:00:00,16,0,2,1,0,62
L102097,Periskope-A,2026-02-28 11:00:00,6,1,4,0,0,87
L102099,Periskope-A,2026-04-10 13:00:00,9,0,6,1,1,93
L102101,Periskope-A,2026-03-31 20:00:00,14,0,7,0,0,55
L102102,Periskope-B,2026-03-24 01:00:00,19,1,2,0,0,56
L102103,Periskope-A,2026-04-27 20:00:00,15,0,5,0,0,63
L102104,Periskope-B,2026-05-29 11:00:00,7,1,9,0,0,105
L102105,Periskope-B,2026-03-02 09:00:00,3,1,3,0,0,14
L102106,Periskope-A,2026-05-29 08:00:00,3,1,2,0,0,85
L102109,Periskope-B,2026-06-16 01:00:00,20,1,5,0,0,66
L102111,Periskope-A,2026-06-17 06:00:00,0,1,6,0,0,88
L102112,Periskope-A,2026-03-01 19:00:00,15,0,8,0,0,60
L102113,Periskope-B,2026-06-04 23:00:00,18,0,4,1,0,44
L102114,Periskope-B,2026-06-20 15:00:00,10,0,5,1,1,12
L102119,Periskope-A,2026-05-19 07:00:00,1,1,2,0,0,70
L102120,Periskope-A,2026-02-13 09:00:00,4,1,8,1,0,84
L102124,Periskope-A,2026-04-26 23:00:00,18,0,5,0,0,40
L102126,Periskope-A,2026-05-09 14:00:00,8,0,4,0,0,79
L102128,Periskope-A,2026-04-22 05:00:00,23,1,8,0,0,64
L102129,Periskope-B,2026-04-29 23:00:00,19,1,6,0,0,97
L102130,Periskope-A,2026-04-26 17:00:00,12,0,9,0,0,75
L102131,Periskope-A,2026-02-22 10:00:00,4,1,5,0,0,144
L102134,Periskope-A,2026-03-27 11:00:00,5,1,7,0,0,11
L102138,Periskope-A,2026-02-23 04:00:00,23,1,8,1,0,68
L102141,Periskope-A,2026-05-29 18:00:00,13,0,3,0,0,22
L102142,Periskope-A,2026-02-22 18:00:00,12,0,2,0,0,5
L102143,Periskope-A,2026-06-05 15:00:00,11,0,7,0,0,60
L102144,Periskope-A,2026-04-16 09:00:00,4,1,6,1,1,59
L102145,Periskope-A,2026-02-01 08:00:00,3,1,7,0,0,35
L102146,Periskope-B,2026-03-09 13:00:00,8,0,9,0,0,20
L102148,Periskope-A,2026-01-09 22:00:00,17,0,4,0,0,31
L102149,Periskope-A,2026-03-03 05:00:00,1,1,6,0,0,81
L102150,Periskope-A,2026-03-25 14:00:00,8,0,2,0,0,13
L102153,Periskope-B,2026-06-01 21:00:00,16,0,8,0,0,18
L102156,Periskope-B,2026-05-09 01:00:00,19,1,9,1,0,23
L102158,Periskope-A,2026-04-20 00:00:00,19,1,5,0,0,130
L102159,Periskope-A,2026-01-23 02:00:00,20,1,3,0,0,120
L102161,Periskope-B,2026-03-14 13:00:00,8,0,9,0,0,65
L102162,Periskope-B,2026-03-25 00:00:00,19,1,6,0,0,57
L102164,Periskope-A,2026-02-23 09:00:00,3,1,9,0,0,12
L102165,Periskope-A,2026-02-04 17:00:00,11,0,6,0,0,5
L102166,Periskope-B,2026-06-23 13:00:00,8,1,6,1,1,246
L102167,Periskope-A,2026-01-28 04:00:00,22,1,3,0,0,103
L102168,Periskope-A,2026-01-06 23:00:00,17,0,3,0,0,43
L102169,Periskope-A,2026-03-19 05:00:00,0,1,2,0,0,60
L102170,Periskope-A,2026-03-14 03:00:00,22,1,7,0,0,96
L102174,Periskope-A,2026-02-24 10:00:00,6,1,5,0,0,49
L102178,Periskope-B,2026-06-20 11:00:00,6,1,5,0,0,245
L102180,Periskope-A,2026-04-17 05:00:00,0,1,5,0,0,133
L102181,Periskope-A,2026-05-26 18:00:00,13,0,5,0,0,113
L102182,Periskope-A,2026-02-17 23:00:00,18,0,3,0,0,68
L102184,Periskope-B,2026-03-28 20:00:00,14,0,3,0,0,8
L102185,Periskope-B,2026-06-11 17:00:00,12,0,5,1,1,62
L102187,Periskope-B,2026-05-02 15:00:00,10,0,3,0,0,126
L102188,Periskope-B,2026-03-23 14:00:00,9,0,9,1,1,10
L102191,Periskope-B,2026-06-02 11:00:00,6,1,8,0,0,99
L102192,Periskope-A,2026-04-16 04:00:00,0,1,7,0,0,5
L102193,Periskope-A,2026-02-03 01:00:00,20,1,2,0,0,56
L102195,Periskope-A,2026-03-19 06:00:00,1,1,9,0,0,68
L102196,Periskope-A,2026-04-02 17:00:00,12,0,2,0,0,67
L102199,Periskope-A,2026-04-02 08:00:00,3,1,5,0,0,16
L102201,Periskope-A,2026-05-05 23:00:00,18,0,6,1,0,144
L102204,Periskope-A,2026-01-01 06:00:00,0,1,6,1,0,136
L102205,Periskope-B,2026-06-30 07:00:00,3,1,2,0,0,29
L102206,Periskope-A,2026-01-06 22:00:00,17,0,4,0,0,103
L102207,Periskope-A,2026-07-01 23:00:00,18,0,8,1,0,57
L102208,Periskope-A,2026-01-07 02:00:00,21,1,8,1,0,101
L102209,Periskope-A,2026-04-04 05:00:00,0,1,7,0,0,28
L102210,Periskope-A,2026-01-21 14:00:00,10,0,3,1,0,46
L102212,Periskope-B,2026-05-05 05:00:00,23,1,9,0,0,37
L102215,Periskope-A,2026-06-26 21:00:00,17,0,9,0,0,28
L102216,Periskope-A,2026-03-01 22:00:00,18,0,2,0,0,58
L102219,Periskope-A,2026-03-27 03:00:00,23,1,2,0,0,27
L102220,Periskope-A,2026-02-03 12:00:00,6,1,3,0,0,110
L102222,Periskope-A,2026-02-09 08:00:00,4,1,2,0,0,111
L102223,Periskope-A,2026-01-11 06:00:00,1,1,7,0,0,79
L102224,Periskope-A,2026-03-08 05:00:00,0,1,4,0,0,131
L102226,Periskope-B,2026-05-20 03:00:00,21,1,5,0,0,5
L102227,Periskope-B,2026-03-07 09:00:00,3,1,2,0,0,41
L102231,Periskope-B,2026-06-02 22:00:00,18,0,6,0,0,117
L102232,Periskope-B,2026-06-14 19:00:00,14,0,5,1,0,22
L102233,Periskope-A,2026-05-30 06:00:00,1,1,2,0,0,24
L102234,Periskope-B,2026-06-19 10:00:00,4,1,9,0,0,275
L102235,Periskope-A,2026-03-19 16:00:00,10,0,4,1,1,35
L102236,Periskope-B,2026-03-14 10:00:00,5,1,3,0,0,286
L102237,Periskope-A,2026-03-01 13:00:00,7,1,5,0,0,46
L102238,Periskope-A,2026-02-12 17:00:00,12,0,2,1,1,49
L102239,Periskope-B,2026-05-18 14:00:00,8,0,2,0,0,112
L102243,Periskope-A,2026-03-30 19:00:00,13,0,9,1,1,33
L102244,Periskope-A,2026-02-11 12:00:00,7,1,3,1,1,46
L102245,Periskope-A,2026-06-13 06:00:00,1,1,9,0,0,102
L102246,Periskope-A,2026-02-18 01:00:00,19,1,5,0,0,74
L102252,Periskope-A,2026-03-01 03:00:00,23,1,5,0,0,45
L102253,Periskope-A,2026-01-30 23:00:00,17,0,7,0,0,79
L102255,Periskope-A,2026-04-08 03:00:00,22,1,3,1,1,63
L102259,Periskope-A,2026-01-10 23:00:00,19,1,6,1,0,107
L102265,Periskope-A,2026-05-22 21:00:00,16,0,3,1,0,100
L102266,Periskope-A,2026-01-18 10:00:00,6,1,5,0,0,85
L102267,Periskope-A,2026-01-07 18:00:00,13,0,5,0,0,48
L102270,Periskope-A,2026-05-17 04:00:00,23,1,9,0,0,66
L102272,Periskope-A,2026-03-04 02:00:00,21,1,3,1,0,111
L102275,Periskope-A,2026-01-27 17:00:00,12,0,3,0,0,5
L102276,Periskope-A,2026-01-12 08:00:00,2,1,4,0,0,104
L102280,Periskope-A,2026-04-13 21:00:00,16,0,6,0,0,43
L102281,Periskope-B,2026-04-08 20:00:00,15,0,2,0,0,23
L102282,Periskope-B,2026-03-25 01:00:00,19,1,3,1,0,39
L102286,Periskope-A,2026-03-18 10:00:00,5,1,5,0,0,152
L102287,Periskope-B,2026-03-15 15:00:00,10,0,7,0,0,5
L102288,Periskope-A,2026-04-10 04:00:00,22,1,6,0,0,131
L102289,Periskope-A,2026-05-15 04:00:00,23,1,6,1,0,81
L102290,Periskope-A,2026-04-17 17:00:00,11,0,6,0,0,101
L102292,Periskope-B,2026-03-01 19:00:00,14,0,7,1,0,72
L102293,Periskope-B,2026-05-18 10:00:00,5,1,5,1,1,49
L102294,Periskope-A,2026-02-08 05:00:00,0,1,9,0,0,97
L102295,Periskope-A,2026-04-03 16:00:00,11,0,2,0,0,29
L102297,Periskope-B,2026-05-16 21:00:00,16,0,4,0,0,121
L102298,Periskope-B,2026-05-12 16:00:00,11,0,7,1,0,5
L102300,Periskope-A,2026-02-27 21:00:00,16,0,6,0,0,120
L102301,Periskope-A,2026-03-08 11:00:00,6,1,7,0,0,63
L102302,Periskope-B,2026-03-16 03:00:00,21,1,3,0,0,5
L102304,Periskope-A,2026-04-26 02:00:00,21,1,4,1,0,46
L102306,Periskope-B,2026-04-30 21:00:00,15,0,9,0,0,5
L102308,Periskope-B,2026-06-24 21:00:00,16,0,7,0,0,25
L102310,Periskope-B,2026-05-19 04:00:00,0,1,4,1,0,213
L102312,Periskope-A,2026-03-03 01:00:00,20,1,7,1,0,87
L102313,Periskope-A,2026-02-01 10:00:00,5,1,5,0,0,119
L102317,Periskope-A,2026-05-31 21:00:00,15,0,7,0,0,92
L102319,Periskope-B,2026-03-14 03:00:00,22,1,5,0,0,32
L102320,Periskope-B,2026-05-07 19:00:00,14,0,8,0,0,262
L102322,Periskope-B,2026-06-06 04:00:00,0,1,2,1,1,5
L102323,Periskope-A,2026-01-27 09:00:00,3,1,4,0,0,119
L102324,Periskope-B,2026-06-30 14:00:00,9,0,7,0,0,115
L102325,Periskope-A,2026-04-30 00:00:00,19,1,2,0,0,102
L102328,Periskope-A,2026-06-16 18:00:00,12,0,3,0,0,95
L102330,Periskope-A,2026-02-04 07:00:00,1,1,8,0,0,5
L102331,Periskope-A,2026-06-09 11:00:00,6,1,3,1,1,29
L102332,Periskope-A,2026-06-23 02:00:00,22,1,9,0,0,62
L102333,Periskope-A,2026-06-26 10:00:00,5,1,9,1,0,37
L102337,Periskope-A,2026-02-06 12:00:00,7,1,4,1,1,5
L102338,Periskope-B,2026-04-23 19:00:00,14,0,3,0,0,70
L102340,Periskope-B,2026-03-28 13:00:00,7,1,3,1,0,43
L102342,Periskope-A,2026-06-22 20:00:00,15,0,4,1,0,37
L102343,Periskope-A,2026-02-24 20:00:00,14,0,4,0,0,33
L102345,Periskope-A,2026-05-13 07:00:00,2,1,3,0,0,43
L102349,Periskope-A,2026-04-11 16:00:00,11,0,2,0,0,78
L102350,Periskope-B,2026-03-13 17:00:00,13,0,2,0,0,48
L102354,Periskope-B,2026-03-26 17:00:00,11,0,7,0,0,26
L102355,Periskope-A,2026-01-05 14:00:00,9,0,9,0,0,41
L102356,Periskope-B,2026-04-08 01:00:00,20,1,4,0,0,13
L102359,Periskope-B,2026-04-20 22:00:00,16,0,3,0,0,61
L102361,Periskope-A,2026-04-01 22:00:00,17,0,8,1,0,122
L102362,Periskope-A,2026-04-25 18:00:00,13,0,3,1,1,5
L102365,Periskope-A,2026-03-19 11:00:00,6,1,7,1,1,11
L102368,Periskope-A,2026-01-21 04:00:00,23,1,2,1,1,27
L102370,Periskope-B,2026-03-07 19:00:00,15,0,9,0,0,76
L102376,Periskope-A,2026-01-24 04:00:00,22,1,8,0,0,48
L102377,Periskope-B,2026-04-05 23:00:00,19,1,5,0,0,115
L102378,Periskope-A,2026-01-30 04:00:00,22,1,8,1,0,10
L102380,Periskope-B,2026-03-25 14:00:00,9,0,8,1,1,47
L102382,Periskope-A,2026-04-28 19:00:00,13,0,2,0,0,5
L102383,Periskope-A,2026-05-03 13:00:00,8,0,7,0,0,73
L102386,Periskope-A,2026-03-07 01:00:00,19,1,2,0,0,79
L102389,Periskope-A,2026-02-08 20:00:00,16,0,5,0,0,34
L102390,Periskope-A,2026-04-20 13:00:00,8,0,3,0,0,34
L102391,Periskope-B,2026-06-13 07:00:00,2,1,4,0,0,5
L102392,Periskope-B,2026-05-22 22:00:00,18,0,5,0,0,21
L102393,Periskope-A,2026-04-27 07:00:00,1,1,4,0,0,128
L102394,Periskope-A,2026-05-23 23:00:00,19,1,6,1,1,62
L102396,Periskope-B,2026-06-04 04:00:00,0,1,4,0,0,14
L102398,Periskope-A,2026-01-19 09:00:00,5,1,9,1,0,29
L102400,Periskope-A,2026-05-31 10:00:00,5,1,2,1,0,84
L102401,Periskope-A,2026-03-28 16:00:00,11,0,9,0,0,60
L102402,Periskope-B,2026-06-04 00:00:00,18,0,2,1,0,18
L102403,Periskope-B,2026-06-20 12:00:00,6,1,3,0,0,5
L102406,Periskope-A,2026-03-04 09:00:00,4,1,3,1,0,59
L102407,Periskope-A,2026-02-09 22:00:00,16,0,6,0,0,55
L102409,Periskope-A,2026-04-19 22:00:00,16,0,3,0,0,25
L102410,Periskope-B,2026-03-27 06:00:00,1,1,4,0,0,33
L102415,Periskope-A,2026-02-09 00:00:00,19,1,7,0,0,5
L102417,Periskope-A,2026-01-20 16:00:00,11,0,2,0,0,97
L102418,Periskope-A,2026-03-19 03:00:00,21,1,8,0,0,156
L102421,Periskope-A,2026-03-19 19:00:00,14,0,3,1,1,87
L102422,Periskope-A,2026-04-05 12:00:00,7,1,3,0,0,105
L102425,Periskope-A,2026-01-27 15:00:00,10,0,7,0,0,75
L102429,Periskope-A,2026-03-01 21:00:00,16,0,4,0,0,20
L102430,Periskope-A,2026-03-06 17:00:00,11,0,5,0,0,57
L102431,Periskope-B,2026-03-08 22:00:00,16,0,6,0,0,56
L102432,Periskope-A,2026-02-15 02:00:00,21,1,6,0,0,61
L102433,Periskope-A,2026-01-11 04:00:00,22,1,9,0,0,5
L102434,Periskope-B,2026-04-06 22:00:00,17,0,8,0,0,9
L102435,Periskope-A,2026-03-08 07:00:00,2,1,5,1,0,60
L102438,Periskope-B,2026-06-20 00:00:00,18,0,3,0,0,11
L102440,Periskope-B,2026-03-19 15:00:00,10,0,3,1,0,6
L102441,Periskope-A,2026-02-09 23:00:00,17,0,7,1,1,89
L102442,Periskope-B,2026-05-28 13:00:00,8,0,9,0,0,72
L102444,Periskope-A,2026-01-08 23:00:00,18,0,6,0,0,85
L102446,Periskope-A,2026-05-09 21:00:00,15,0,6,0,0,73
L102447,Periskope-A,2026-01-19 00:00:00,19,1,8,0,0,123
L102448,Periskope-B,2026-05-19 11:00:00,6,1,2,1,0,103
L102449,Periskope-A,2026-01-20 12:00:00,8,0,4,1,0,101
L102450,Periskope-A,2026-01-12 16:00:00,10,0,7,1,0,5
L102451,Periskope-A,2026-01-21 07:00:00,2,1,9,0,0,5
L102452,Periskope-B,2026-03-27 20:00:00,15,0,5,0,0,119
L102454,Periskope-A,2026-03-16 02:00:00,20,1,3,0,0,113
L102455,Periskope-A,2026-01-25 22:00:00,16,0,5,0,0,193
L102456,Periskope-A,2026-02-07 20:00:00,15,0,4,1,1,61
L102457,Periskope-A,2026-06-06 00:00:00,19,1,4,0,0,153
L102458,Periskope-B,2026-06-26 07:00:00,2,1,5,0,0,68
L102459,Periskope-B,2026-05-19 05:00:00,0,1,5,0,0,339
L102461,Periskope-A,2026-05-30 16:00:00,10,0,8,0,0,158
L102462,Periskope-B,2026-05-06 02:00:00,21,1,7,0,0,49
L102468,Periskope-A,2026-02-09 19:00:00,15,0,4,0,0,5
L102469,Periskope-A,2026-03-16 01:00:00,21,1,7,1,1,25
L102470,Periskope-A,2026-01-13 17:00:00,11,0,7,0,0,14
L102471,Periskope-A,2026-02-28 02:00:00,20,1,8,1,0,188
L102472,Periskope-A,2026-03-28 04:00:00,23,1,2,1,0,68
L102473,Periskope-B,2026-06-21 14:00:00,9,0,8,0,0,62
L102474,Periskope-A,2026-01-18 11:00:00,5,1,2,0,0,68
L102477,Periskope-A,2026-05-27 12:00:00,7,1,3,0,0,84
L102478,Periskope-A,2026-06-19 22:00:00,16,0,5,0,0,114
L102481,Periskope-B,2026-06-29 21:00:00,17,0,6,1,0,5
L102482,Periskope-B,2026-03-03 09:00:00,4,1,7,0,0,201
L102483,Periskope-B,2026-04-03 14:00:00,9,0,4,1,1,18
L102484,Periskope-A,2026-04-09 02:00:00,20,1,3,1,0,51
L102486,Periskope-A,2026-02-24 19:00:00,14,0,9,1,1,37
L102487,Periskope-A,2026-06-25 20:00:00,16,0,3,1,0,44
L102488,Periskope-B,2026-06-24 12:00:00,6,1,5,0,0,257
L102489,Periskope-A,2026-03-10 00:00:00,18,0,4,0,0,98
L102490,Periskope-B,2026-05-26 04:00:00,22,1,5,0,0,215
L102491,Periskope-A,2026-03-14 16:00:00,11,0,8,1,0,76
L102492,Periskope-A,2026-05-25 00:00:00,18,0,3,0,0,40
L102494,Periskope-B,2026-03-29 13:00:00,7,1,5,0,0,62
L102495,Periskope-A,2026-01-26 22:00:00,17,0,2,0,0,55
L102496,Periskope-B,2026-04-29 14:00:00,8,0,8,0,0,70
L102497,Periskope-A,2026-03-02 21:00:00,16,0,6,0,0,82
L102500,Periskope-A,2026-06-29 08:00:00,3,1,6,0,0,96
L102501,Periskope-A,2026-01-19 14:00:00,8,1,2,0,0,65
L102502,Periskope-A,2026-05-25 01:00:00,20,1,6,0,0,101
L102503,Periskope-B,2026-06-08 04:00:00,22,1,6,0,0,44
L102504,Periskope-A,2026-01-06 07:00:00,1,1,8,0,0,98
L102505,Periskope-B,2026-04-19 09:00:00,3,1,4,0,0,15
L102506,Periskope-A,2026-04-15 20:00:00,15,0,9,0,0,57
L102507,Periskope-A,2026-03-07 21:00:00,16,0,7,0,0,87
L102509,Periskope-A,2026-03-15 12:00:00,6,1,8,0,0,80
L102510,Periskope-B,2026-03-23 11:00:00,6,1,9,0,0,67
L102511,Periskope-B,2026-03-21 13:00:00,8,0,5,1,1,5
L102513,Periskope-B,2026-04-25 08:00:00,2,1,9,1,1,76
L102514,Periskope-B,2026-03-10 19:00:00,14,0,8,0,0,5
L102515,Periskope-B,2026-06-19 13:00:00,8,0,3,0,0,29
L102517,Periskope-B,2026-06-20 16:00:00,10,0,7,0,0,5
L102518,Periskope-B,2026-05-13 14:00:00,8,1,4,0,0,206
L102519,Periskope-A,2026-03-14 10:00:00,4,1,7,0,0,138
L102520,Periskope-A,2026-05-21 07:00:00,1,1,4,0,0,34
L102522,Periskope-A,2026-02-20 12:00:00,6,1,3,0,0,30
L102523,Periskope-B,2026-03-23 05:00:00,0,1,4,0,0,35
L102526,Periskope-A,2026-03-11 14:00:00,10,0,6,0,0,90
L102527,Periskope-B,2026-03-25 08:00:00,2,1,9,0,0,78
L102528,Periskope-A,2026-02-23 17:00:00,13,0,7,0,0,95
L102530,Periskope-B,2026-03-07 07:00:00,3,1,5,0,0,5
L102532,Periskope-B,2026-03-08 21:00:00,17,0,8,0,0,18
L102536,Periskope-A,2026-01-15 16:00:00,12,0,5,0,0,28
L102540,Periskope-A,2026-02-26 07:00:00,1,1,6,0,0,98
L102541,Periskope-A,2026-02-01 23:00:00,17,0,4,0,0,52
L102542,Periskope-A,2026-04-03 11:00:00,6,1,2,0,0,55
L102543,Periskope-A,2026-05-11 03:00:00,22,1,6,0,0,5
L102544,Periskope-B,2026-06-25 12:00:00,7,1,6,0,0,5
L102547,Periskope-A,2026-02-09 06:00:00,2,1,8,1,0,42
L102548,Periskope-B,2026-05-22 19:00:00,13,0,6,0,0,9
L102549,Periskope-B,2026-04-13 07:00:00,1,1,9,1,1,30
